,0
617,1616.6813
618,1616.5323
619,1617.5889
620,1621.0785
621,1619.3252
622,1612.7267
623,1611.4995
624,1615.9591
625,1618.2339
626,1618.5251
627,1616.2273
628,1620.4213
629,1626.5918
630,1628.3716
631,1636.1548
632,1640.1101
633,1642.2178
634,1632.7797
635,1634.9331
636,1634.1758
637,1624.1552
638,1632.9487
639,1629.7351
640,1630.3676
641,1632.4387
642,1634.926
643,1635.1501
644,1636.8398
645,1635.2374
646,1631.6617
647,1631.161
648,1633.7399
649,1638.4888
650,1638.5356
651,1639.0414
652,1639.7328
653,1638.6372
654,1637.7622
655,1639.8695
656,1641.8491
657,1644.7517
658,1643.7439
659,1643.0144
660,1637.8562
661,1641.7073
662,1639.7651
663,1641.0333
664,1640.8866
665,1642.9747
666,1643.4137
667,1644.2328
668,1625.578
669,1636.1699
670,1642.9497
671,1644.0247
672,1640.898
673,1633.2203
674,1633.7208
675,1636.688
676,1634.01
677,1627.7413
678,1623.9015
679,1624.1423
680,1623.2692
681,1627.5026
682,1630.6306
683,1631.0875
684,1631.0968
685,1627.1339
686,1629.8167
687,1635.6364
688,1638.3685
689,1638.0292
690,1636.5623
691,1635.2136
692,1624.5884
693,1622.3942
694,1621.8301
695,1620.7104
696,1623.5358
697,1623.9147
698,1620.9872
699,1620.5963
700,1618.7637
701,1620.8927
702,1620.8806
703,1622.0396
704,1621.8394
705,1620.5245
706,1616.0334
707,1615.2322
708,1613.9412
709,1613.0171
710,1612.9943
711,1615.2006
712,1614.5845
713,1613.6246
714,1615.7327
715,1616.8267
716,1620.8132
717,1626.5409
718,1625.3394
719,1625.156
720,1627.301
721,1627.6561
722,1630.8701
723,1631.0754
724,1632.1687
725,1630.949
726,1633.2269
727,1633.69
728,1631.9808
729,1626.1633
730,1621.9376
731,1620.0929
732,1624.8215
733,1626.9996
734,1631.1426
735,1630.5098
736,1628.8765
737,1629.2262
738,1630.3408
739,1631.9463
740,1634.6475
741,1633.5916
742,1634.8456
743,1637.5264
744,1640.3938
745,1638.0903
746,1640.5354
747,1641.5503
748,1640.0857
749,1643.2362
750,1646.4731
751,1648.0659
752,1647.8818
753,1649.4531
754,1648.5957
755,1649.4714
756,1650.5923
757,1651.1622
758,1654.1826
759,1654.425
760,1652.9868
761,1651.5194
762,1652.3127
763,1652.6478
764,1636.8163
765,1643.7217
766,1643.0016
767,1647.5795
768,1650.1884
769,1646.6558
770,1649.4553
771,1654.9111
772,1647.4507
773,1644.8163
774,1648.3125
775,1652.5864
776,1650.0273
777,1648.2834
778,1644.398
779,1641.492
780,1641.208
781,1643.142
782,1638.1478
783,1636.0515
784,1640.838
785,1643.6393
786,1644.2444
787,1644.8619
788,1642.4835
789,1644.2572
790,1643.2097
791,1643.5317
792,1645.6892
793,1642.6775
794,1642.2793
795,1641.644
796,1641.789
797,1639.6544
798,1637.885
799,1633.5936
800,1634.9746
801,1629.8364
802,1633.4803
803,1630.9426
804,1634.9625
805,1634.8752
806,1635.6542
807,1635.5427
808,1635.9587
809,1634.3867
810,1634.7917
811,1635.677
812,1631.8462
813,1630.4336
814,1626.2759
815,1622.8044
816,1621.5527
817,1626.8931
818,1630.5885
819,1634.6381
820,1630.9996
821,1627.4685
822,1629.0732
823,1626.497
824,1623.7032
825,1621.1743
826,1618.9794
827,1621.1917
828,1617.3097
829,1613.6151
830,1615.076
831,1614.2002
832,1613.5862
833,1615.4908
834,1614.4897
835,1615.1293
836,1617.6206
837,1616.4553
838,1615.2428
839,1614.7311
840,1614.0085
841,1613.8102
842,1614.1218
843,1613.4606
844,1612.3938
845,1611.9723
846,1610.795
847,1608.0199
848,1611.5995
849,1616.1476
850,1618.5366
851,1616.8682
852,1619.8909
853,1619.4242
854,1621.7812
855,1621.8872
856,1620.0615
857,1620.0608
858,1621.3896
859,1621.3589
860,1618.2605
861,1618.763
862,1616.3898
863,1609.2184
864,1611.8237
865,1606.763
866,1612.9169
867,1611.3687
868,1609.3154
869,1612.7087
870,1610.3572
871,1614.9075
872,1614.7535
873,1616.8582
874,1619.6248
875,1619.6729
876,1619.7952
877,1620.6389
878,1623.8423
879,1621.6929
880,1620.708
881,1619.935
882,1622.5568
883,1621.654
884,1622.516
885,1626.7661
886,1624.7004
887,1626.7227
888,1628.3883
889,1627.0996
890,1629.19
891,1633.1135
892,1633.7721
893,1630.4922
894,1629.9028
895,1628.904
896,1628.4229
897,1628.686
898,1629.5902
899,1628.45
900,1628.52
901,1627.5044
902,1627.1002
903,1628.6862
904,1629.1698
905,1629.7794
906,1630.5828
907,1630.7944
908,1621.6477
909,1619.0554
910,1624.481
911,1626.1743
912,1620.6643
913,1617.9116
914,1620.0992
915,1617.9163
916,1618.6617
917,1621.9374
918,1623.2144
919,1623.6641
920,1620.8198
921,1622.7802
922,1625.4407
923,1620.9814
924,1619.6255
925,1620.7131
926,1616.1523
927,1616.7461
928,1619.263
929,1619.1176
930,1615.9059
931,1617.8501
932,1622.1
933,1625.3026
934,1623.9781
935,1625.6321
936,1626.3608
937,1625.0576
938,1625.076
939,1627.3156
940,1629.43
941,1626.3894
942,1625.2573
943,1624.741
944,1625.9469
945,1624.8816
946,1624.6499
947,1620.2699
948,1620.9249
949,1625.0111
950,1628.8066
951,1629.4283
952,1630.8224
953,1632.8341
954,1635.3542
955,1635.7335
956,1634.464
957,1634.5691
958,1633.6028
959,1630.0563
960,1633.2542
961,1631.1443
962,1628.3617
963,1627.5784
964,1628.3242
965,1627.1091
966,1626.1274
967,1622.2943
968,1620.0079
969,1623.4117
970,1627.1891
971,1624.8341
972,1625.7433
973,1628.6223
974,1632.846
975,1629.7968
976,1632.9512
977,1632.7833
978,1629.0448
979,1629.3754
980,1625.9382
981,1624.5375
982,1624.2686
983,1625.0487
984,1626.6536
985,1625.1436
986,1624.1948
987,1623.5303
988,1624.2028
989,1622.3529
990,1622.9376
991,1622.3978
992,1621.6906
993,1616.8171
994,1617.5911
995,1620.4606
996,1620.5552
997,1620.1527
998,1620.1418
999,1617.8716
1000,1619.1104
1001,1619.9675
1002,1619.2499
1003,1618.7213
1004,1623.0958
1005,1621.1802
1006,1622.8528
1007,1626.7427
1008,1627.0435
1009,1625.154
1010,1627.7181
1011,1625.4171
1012,1623.7329
1013,1619.156
1014,1619.2429
1015,1616.001
1016,1611.7963
1017,1612.71
1018,1609.3044
1019,1608.0166
1020,1603.7476
1021,1605.3948
1022,1607.217
1023,1607.8823
1024,1606.443
1025,1607.0753
1026,1607.1705
1027,1608.827
1028,1607.6367
1029,1607.1296
1030,1609.1499
1031,1611.9296
1032,1614.13
1033,1611.9946
1034,1612.2584
1035,1610.8109
1036,1609.4468
1037,1610.4342
1038,1609.1089
1039,1610.185
1040,1610.9116
1041,1613.3386
1042,1611.5203
1043,1610.2794
1044,1610.2535
1045,1609.3158
1046,1608.4563
1047,1607.5847
1048,1606.0063
1049,1605.557
1050,1606.4258
1051,1606.4167
1052,1586.5121
1053,1587.1804
1054,1587.3086
1055,1583.8553
1056,1590.3054
1057,1591.1869
1058,1587.5366
1059,1586.5734
1060,1587.2598
1061,1591.2527
1062,1592.8325
1063,1591.6415
1064,1587.3209
1065,1586.499
1066,1582.3303
1067,1579.4362
1068,1577.4578
1069,1579.0557
1070,1578.312
1071,1576.7295
1072,1572.5825
1073,1570.212
1074,1572.2943
1075,1572.6267
1076,1570.1997
1077,1569.2041
1078,1569.2368
1079,1566.3352
1080,1567.6918
1081,1565.5441
1082,1564.2793
1083,1561.863
1084,1560.3815
1085,1562.7196
1086,1562.9192
1087,1564.9775
1088,1567.5026
1089,1565.2032
1090,1564.1526
1091,1567.6918
1092,1568.7802
1093,1569.7864
1094,1568.2697
1095,1564.4832
1096,1563.611
1097,1565.7446
1098,1564.1831
1099,1563.8667
1100,1564.5591
1101,1564.3796
1102,1562.5349
1103,1561.7509
1104,1557.2634
1105,1566.7014
1106,1566.7325
1107,1567.7222
1108,1565.2467
1109,1564.6428
1110,1562.5254
1111,1558.8856
1112,1563.3762
1113,1566.6581
1114,1570.1335
1115,1573.5619
1116,1571.0208
1117,1569.1478
1118,1569.7913
1119,1566.5302
1120,1565.3022
1121,1568.2804
1122,1567.036
1123,1568.2947
1124,1568.2466
1125,1568.7894
1126,1568.1882
1127,1567.5114
1128,1566.0419
1129,1565.4196
1130,1566.5154
1131,1566.3431
1132,1565.371
1133,1566.3218
1134,1566.4652
1135,1564.7113
1136,1563.6892
1137,1561.4707
1138,1561.5928
1139,1561.2776
1140,1560.9235
1141,1562.4144
1142,1562.331
1143,1561.4102
1144,1561.9844
1145,1561.9271
1146,1561.2635
1147,1561.6074
1148,1555.9736
1149,1556.4037
1150,1559.8298
1151,1553.446
1152,1554.9911
1153,1556.3475
1154,1555.8599
1155,1550.8407
1156,1551.1886
1157,1548.7493
1158,1547.2418
1159,1554.8604
1160,1553.7963
1161,1552.4883
1162,1550.4211
1163,1549.3589
1164,1549.7013
1165,1550.9269
1166,1548.1532
1167,1544.2515
1168,1543.9281
1169,1547.989
1170,1545.6776
1171,1546.0125
1172,1541.7223
1173,1542.2561
1174,1537.2595
1175,1536.7722
1176,1531.5334
1177,1533.163
1178,1534.0989
1179,1530.1459
1180,1526.9369
1181,1530.7028
1182,1526.7445
1183,1523.8795
1184,1523.5282
1185,1525.2555
1186,1523.5183
1187,1517.4418
1188,1515.8229
1189,1522.2094
1190,1519.3872
1191,1515.5642
1192,1514.3772
1193,1516.1896
1194,1517.4791
1195,1518.1948
1196,1518.3544
1197,1513.5084
1198,1511.7429
1199,1515.8816
1200,1515.4912
1201,1513.5388
1202,1519.7545
1203,1522.5093
1204,1524.4785
1205,1523.217
1206,1524.7659
1207,1526.9468
1208,1523.1978
1209,1517.6196
1210,1517.3569
1211,1517.93
1212,1519.7595
1213,1515.9885
1214,1517.2382
1215,1514.0913
1216,1514.9781
1217,1515.6335
1218,1519.7913
1219,1519.6904
1220,1532.3778
1221,1532.6935
1222,1535.1031
1223,1531.8668
1224,1530.4438
1225,1530.1388
1226,1527.4806
1227,1526.6448
1228,1526.192
1229,1524.9786
1230,1523.4987
1231,1527.2471
1232,1525.7245
1233,1527.0409
1234,1526.1698
1235,1525.3397
1236,1524.9911
1237,1527.1147
1238,1526.5184
1239,1527.4907
1240,1529.7323
1241,1529.7804
1242,1530.4622
1243,1531.3353
1244,1540.7435
1245,1535.1522
1246,1543.5266
1247,1546.9774
1248,1545.5167
1249,1537.5593
1250,1541.136
1251,1545.5774
1252,1543.7804
1253,1539.3711
1254,1538.533
1255,1540.0408
1256,1543.4623
1257,1543.1173
1258,1547.1346
1259,1548.4758
1260,1544.9261
1261,1542.5422
1262,1543.2634
1263,1544.5753
1264,1539.5941
1265,1547.7253
1266,1548.6838
1267,1548.6538
1268,1546.812
1269,1549.3213
1270,1547.79
1271,1548.9823
1272,1547.9543
1273,1547.2773
1274,1550.0586
1275,1549.011
1276,1549.6302
1277,1550.1055
1278,1545.3889
1279,1547.1244
1280,1544.8789
1281,1545.8014
1282,1546.9847
1283,1545.757
1284,1543.7107
1285,1541.8081
1286,1542.3248
1287,1541.113
1288,1541.6934
1289,1541.7571
1290,1542.0557
1291,1542.5659
1292,1528.8094
1293,1536.0961
1294,1540.8882
1295,1545.3181
1296,1546.3778
1297,1551.4823
1298,1554.4651
1299,1557.7809
1300,1560.5115
1301,1560.6307
1302,1564.1318
1303,1567.1616
1304,1563.1948
1305,1564.754
1306,1561.5575
1307,1567.3403
1308,1566.0616
1309,1567.8776
1310,1563.7615
1311,1567.9673
1312,1566.8074
1313,1564.759
1314,1564.7117
1315,1566.1696
1316,1567.3748
1317,1568.8754
1318,1570.6531
1319,1569.8673
1320,1568.5326
1321,1569.7377
1322,1570.4092
1323,1568.6844
1324,1570.4624
1325,1571.5634
1326,1570.1655
1327,1567.254
1328,1567.1436
1329,1567.3713
1330,1566.4631
1331,1568.2676
1332,1569.546
1333,1570.2834
1334,1571.602
1335,1570.8107
1336,1570.457
1337,1569.7847
1338,1569.7777
1339,1569.5017
1340,1571.4993
1341,1570.505
1342,1568.9802
1343,1566.9182
1344,1570.186
1345,1568.7734
1346,1573.5936
1347,1573.2675
1348,1576.2706
1349,1577.6733
1350,1578.7517
1351,1577.865
1352,1575.0613
1353,1576.4828
1354,1578.191
1355,1576.7416
1356,1580.5927
1357,1581.5211
1358,1581.2264
1359,1579.5065
1360,1582.0505
1361,1577.89
1362,1577.231
1363,1578.1943
1364,1581.9977
1365,1580.8467
1366,1580.041
1367,1580.0673
1368,1583.4498
1369,1582.0696
1370,1583.8909
1371,1583.3136
1372,1583.1263
1373,1582.187
1374,1580.8398
1375,1581.0314
1376,1581.3545
1377,1578.4182
1378,1578.2787
1379,1575.6815
1380,1577.382
1381,1577.2382
1382,1580.9542
1383,1579.8632
1384,1578.5012
1385,1579.5092
1386,1580.5587
1387,1580.119
1388,1580.313
1389,1575.793
1390,1573.5918
1391,1571.3468
1392,1567.8279
1393,1566.7306
1394,1571.9865
1395,1572.0632
1396,1573.3171
1397,1573.076
1398,1568.4509
1399,1567.7368
1400,1568.9
1401,1568.7958
1402,1567.1022
1403,1567.6584
1404,1564.632
1405,1563.403
1406,1561.1755
1407,1563.837
1408,1563.614
1409,1564.4487
1410,1563.6309
1411,1562.931
1412,1565.1168
1413,1568.8253
1414,1567.5538
1415,1565.6912
1416,1564.5785
1417,1563.0269
1418,1564.2162
1419,1563.2745
1420,1562.5751
1421,1562.4329
1422,1562.8732
1423,1563.2317
1424,1564.6765
1425,1564.2941
1426,1563.6534
1427,1563.0367
1428,1562.5067
1429,1562.0315
1430,1562.7834
1431,1562.3549
1432,1564.2496
1433,1565.1836
1434,1565.3452
1435,1565.9907
1436,1554.4937
1437,1551.6658
1438,1557.5933
1439,1559.2239
1440,1558.4948
1441,1551.8057
1442,1554.5552
1443,1559.1376
1444,1555.1807
1445,1556.0695
1446,1555.7402
1447,1551.3978
1448,1552.0228
1449,1552.3323
1450,1551.153
1451,1551.1223
1452,1553.0079
1453,1553.0629
1454,1550.3596
1455,1549.4377
1456,1546.5227
1457,1546.5143
1458,1546.038
1459,1547.7024
1460,1546.4517
1461,1549.3229
1462,1548.839
1463,1549.7633
1464,1549.4968
1465,1547.495
1466,1546.3201
1467,1546.2263
1468,1547.5363
1469,1545.7751
1470,1545.6296
1471,1544.5815
1472,1547.8842
1473,1546.4355
1474,1546.1232
1475,1545.1023
1476,1544.235
1477,1543.7812
1478,1539.5168
1479,1538.2261
1480,1538.5438
1481,1538.2338
1482,1537.3807
1483,1537.1385
1484,1535.0522
1485,1540.2944
1486,1541.5331
1487,1536.8911
1488,1533.1383
1489,1536.5918
1490,1538.332
1491,1545.5133
1492,1543.9446
1493,1538.7998
1494,1542.9639
1495,1546.398
1496,1549.5363
1497,1547.7885
1498,1548.4932
1499,1543.8489
1500,1541.7173
1501,1541.3772
1502,1538.0852
1503,1537.6084
1504,1536.6852
1505,1536.6641
1506,1537.732
1507,1536.9979
1508,1536.5785
1509,1534.5055
1510,1532.974
1511,1533.4543
1512,1535.6733
1513,1535.3594
1514,1535.3384
1515,1533.9362
1516,1533.7012
1517,1532.4584
1518,1532.5391
1519,1531.4487
1520,1530.392
1521,1531.7948
1522,1531.5554
1523,1530.5708
1524,1529.1138
1525,1529.5499
1526,1529.256
1527,1529.7345
1528,1530.9456
1529,1533.0247
1530,1535.4583
1531,1535.6294
1532,1538.7631
1533,1534.383
1534,1539.1439
1535,1531.6118
1536,1537.5096
1537,1539.0151
1538,1536.1677
1539,1533.4485
1540,1535.5531
1541,1535.7988
1542,1533.5302
1543,1530.495
1544,1527.6682
1545,1525.0305
1546,1525.1531
1547,1526.6432
1548,1523.773
1549,1523.8301
1550,1523.0388
1551,1519.7837
1552,1519.87
1553,1515.8743
1554,1521.7451
1555,1521.891
1556,1517.0339
1557,1516.0774
1558,1513.9106
1559,1511.2397
1560,1513.3871
1561,1512.5974
1562,1515.5974
1563,1514.1542
1564,1513.8792
1565,1510.8743
1566,1507.9976
1567,1505.8936
1568,1507.7258
1569,1505.364
1570,1504.688
1571,1501.7644
1572,1501.6263
1573,1505.6602
1574,1507.3479
1575,1507.3108
1576,1508.114
1577,1508.6757
1578,1511.2445
1579,1511.4513
1580,1501.0785
1581,1499.7063
1582,1499.2126
1583,1498.6469
1584,1496.7778
1585,1497.9807
1586,1494.0762
1587,1492.608
1588,1489.0095
1589,1488.875
1590,1486.0126
1591,1485.7869
1592,1483.5223
1593,1482.7369
1594,1482.7667
1595,1479.7284
1596,1481.38
1597,1476.4044
1598,1478.7203
1599,1482.5596
1600,1478.2732
1601,1479.2708
1602,1477.0161
1603,1478.1776
1604,1480.05
1605,1483.5986
1606,1482.1576
1607,1480.6813
1608,1478.1259
1609,1475.2025
1610,1476.7864
1611,1479.3688
1612,1482.278
1613,1486.9062
1614,1488.7921
1615,1490.4666
1616,1492.9847
1617,1489.1793
1618,1490.2583
1619,1488.0023
1620,1487.1084
1621,1486.7822
1622,1486.8601
1623,1485.6229
1624,1485.9578
1625,1487.4797
1626,1489.9111
1627,1491.9355
1628,1475.0619
1629,1472.2485
1630,1472.9664
1631,1471.272
1632,1470.1217
1633,1476.7776
1634,1477.0951
1635,1475.9835
1636,1479.3671
1637,1474.7467
1638,1473.9604
1639,1477.7429
1640,1486.3477
1641,1475.2252
1642,1472.8661
1643,1480.7026
1644,1482.4734
1645,1485.5977
1646,1486.7192
1647,1491.0774
1648,1498.3606
1649,1502.2854
1650,1508.318
1651,1506.2523
1652,1511.5935
1653,1508.7332
1654,1506.926
1655,1509.215
1656,1509.3553
1657,1504.1202
1658,1504.0713
1659,1504.6481
1660,1505.8236
1661,1508.3948
1662,1510.4048
1663,1505.6881
1664,1504.9769
1665,1504.8198
1666,1506.0481
1667,1504.699
1668,1504.687
1669,1508.0883
1670,1507.2025
1671,1505.9625
1672,1505.4519
1673,1505.1721
1674,1505.0493
1675,1505.1248
1676,1501.8463
1677,1502.8545
1678,1501.9661
1679,1505.2085
1680,1500.3688
1681,1497.8329
1682,1496.8016
1683,1494.6763
1684,1498.3787
1685,1496.6775
1686,1494.0258
1687,1492.6251
