,0
1688,1490.4207
1689,1487.9095
1690,1489.0483
1691,1486.1942
1692,1484.233
1693,1482.0614
1694,1480.653
1695,1480.6649
1696,1479.1932
1697,1480.1726
1698,1479.2627
1699,1480.7429
1700,1480.8849
1701,1482.2534
1702,1479.7548
1703,1477.9624
1704,1478.3477
1705,1479.5238
1706,1479.4194
1707,1482.2003
1708,1480.3909
1709,1479.3169
1710,1478.7368
1711,1480.6094
1712,1482.3076
1713,1481.797
1714,1479.6437
1715,1479.216
1716,1477.9644
1717,1479.117
1718,1479.0444
1719,1479.7858
1720,1479.1494
1721,1480.0311
1722,1480.5583
1723,1480.2302
1724,1472.0072
1725,1478.9469
1726,1480.2075
1727,1480.3246
1728,1479.5914
1729,1474.1445
1730,1478.1829
1731,1479.37
1732,1476.374
1733,1474.3933
1734,1477.8542
1735,1474.0142
1736,1476.1877
1737,1472.4443
1738,1473.3484
1739,1470.3936
1740,1470.8528
1741,1471.9469
1742,1469.4116
1743,1467.2197
1744,1467.308
1745,1468.3425
1746,1476.0721
1747,1477.0063
1748,1482.4083
1749,1483.1818
1750,1481.4731
1751,1480.2085
1752,1476.3384
1753,1474.4751
1754,1477.4304
1755,1475.4186
1756,1475.8591
1757,1477.4696
1758,1477.4042
1759,1476.9706
1760,1476.9596
1761,1474.8395
1762,1474.3289
1763,1473.1599
1764,1473.1803
1765,1472.4252
1766,1469.7219
1767,1468.9685
1768,1472.9634
1769,1473.0377
1770,1472.3635
1771,1472.408
1772,1471.8903
1773,1480.278
1774,1484.2595
1775,1491.732
1776,1494.7156
1777,1489.6469
1778,1492.3179
1779,1490.4459
1780,1490.5304
1781,1493.8198
1782,1494.0905
1783,1493.748
1784,1496.7559
1785,1496.9072
1786,1493.7734
1787,1497.3396
1788,1497.9148
1789,1500.1992
1790,1502.3751
1791,1503.3607
1792,1502.5199
1793,1505.9912
1794,1509.6753
1795,1508.6378
1796,1504.8848
1797,1506.4396
1798,1507.8043
1799,1507.2465
1800,1510.4329
1801,1511.629
1802,1511.6912
1803,1512.3573
1804,1510.1434
1805,1511.0642
1806,1512.1238
1807,1512.4163
1808,1512.3499
1809,1513.4825
1810,1509.573
1811,1512.7415
1812,1513.6461
1813,1514.1196
1814,1515.3441
1815,1514.188
1816,1514.4215
1817,1513.0585
1818,1513.5896
1819,1513.74
1820,1514.5294
1821,1515.713
1822,1514.0631
1823,1511.9335
1824,1510.8048
1825,1511.5112
1826,1512.623
1827,1513.5587
1828,1513.1754
1829,1511.8884
1830,1510.636
1831,1509.4623
1832,1508.9308
1833,1509.5867
1834,1508.3364
1835,1507.6414
1836,1507.0812
1837,1505.9714
1838,1506.3715
1839,1507.4656
1840,1506.9009
1841,1508.3381
1842,1508.5803
1843,1509.154
1844,1512.3834
1845,1516.7455
1846,1517.474
1847,1517.4713
1848,1518.7375
1849,1517.6599
1850,1516.4407
1851,1516.489
1852,1517.2432
1853,1517.2024
1854,1517.1477
1855,1518.325
1856,1518.6274
1857,1521.0498
1858,1523.9027
1859,1528.3727
1860,1525.8033
1861,1524.2877
1862,1524.7944
1863,1524.8595
1864,1523.1627
1865,1523.2438
1866,1522.1465
1867,1521.7567
1868,1534.0908
1869,1538.1853
1870,1542.7351
1871,1539.463
1872,1542.6698
1873,1540.988
1874,1537.5742
1875,1537.7212
1876,1536.0798
1877,1536.053
1878,1534.1658
1879,1532.4077
1880,1535.1997
1881,1540.0535
1882,1539.2681
1883,1537.4235
1884,1536.9048
1885,1535.5852
1886,1533.2185
1887,1532.8492
1888,1532.2516
1889,1533.2152
1890,1531.8608
1891,1533.2803
1892,1532.3962
1893,1529.3304
1894,1528.7028
1895,1533.722
1896,1532.2028
1897,1529.1692
1898,1529.3246
1899,1532.0359
1900,1531.91
1901,1534.5597
1902,1535.7806
1903,1535.1495
1904,1533.5524
1905,1533.9359
1906,1535.3594
1907,1534.6101
1908,1534.9401
1909,1535.7809
1910,1536.8179
1911,1534.4507
1912,1535.4292
1913,1538.6085
1914,1540.0022
1915,1539.6305
1916,1526.8252
1917,1524.5492
1918,1530.895
1919,1524.4819
1920,1524.3949
1921,1526.6044
1922,1526.5397
1923,1524.5771
1924,1524.8793
1925,1526.9988
1926,1523.21
1927,1521.5398
1928,1521.4153
1929,1523.9948
1930,1520.5817
1931,1520.317
1932,1519.659
1933,1519.5665
1934,1519.9462
1935,1522.1107
1936,1518.6829
1937,1516.7537
1938,1515.7523
1939,1516.011
1940,1514.9817
1941,1514.4155
1942,1514.4336
1943,1513.985
1944,1513.78
1945,1513.2585
1946,1512.8906
1947,1513.8887
1948,1515.1011
1949,1516.9467
1950,1515.883
1951,1517.8193
1952,1517.1099
1953,1517.8524
1954,1519.5681
1955,1520.7515
1956,1519.8624
1957,1521.4958
1958,1520.3534
1959,1521.6865
1960,1521.5902
1961,1522.94
1962,1523.5968
1963,1523.7318
1964,1540.7498
1965,1528.1036
1966,1524.162
1967,1522.7954
1968,1526.5239
1969,1522.8375
1970,1524.978
1971,1526.3994
1972,1526.3373
1973,1524.2307
1974,1523.1196
1975,1522.9316
1976,1523.8228
1977,1525.49
1978,1523.2002
1979,1523.1082
1980,1524.4648
1981,1521.0305
1982,1522.0435
1983,1522.1879
1984,1522.9967
1985,1522.514
1986,1522.0894
1987,1522.0652
1988,1522.0302
1989,1517.9202
1990,1518.2627
1991,1519.6882
1992,1520.0919
1993,1520.7108
1994,1519.1123
1995,1520.119
1996,1518.8682
1997,1520.0907
1998,1521.3219
1999,1520.7628
2000,1521.6599
2001,1522.5284
2002,1521.2488
2003,1520.3354
2004,1519.4603
2005,1518.9879
2006,1519.7103
2007,1521.1207
2008,1521.8774
2009,1521.6123
2010,1521.7572
2011,1521.5024
2012,1520.9614
2013,1522.4768
2014,1520.8436
2015,1523.1083
2016,1524.6467
2017,1523.2936
2018,1525.523
2019,1525.3364
2020,1527.8363
2021,1527.5083
2022,1525.179
2023,1526.4438
2024,1525.3887
2025,1524.9015
2026,1521.7183
2027,1521.7446
2028,1524.8372
2029,1523.3217
2030,1521.8486
2031,1521.786
2032,1520.3739
2033,1518.956
2034,1518.4313
2035,1518.2499
2036,1519.5916
2037,1516.5803
2038,1515.7933
2039,1515.0947
2040,1516.5775
2041,1514.3613
2042,1514.1315
2043,1512.794
2044,1513.4546
2045,1512.6627
2046,1510.7098
2047,1508.3602
2048,1505.1172
2049,1505.9534
2050,1501.7507
2051,1502.7916
2052,1508.6082
2053,1508.2747
2054,1508.9338
2055,1505.1229
2056,1504.1907
2057,1506.0
2058,1507.1426
2059,1507.113
2060,1494.0603
2061,1493.5803
2062,1493.4452
2063,1488.9235
2064,1490.3383
2065,1488.9586
2066,1488.417
2067,1488.014
2068,1484.9745
2069,1482.5486
2070,1483.9757
2071,1484.1904
2072,1481.3832
2073,1484.0714
2074,1486.3557
2075,1486.6704
2076,1483.2118
2077,1481.7297
2078,1481.4674
2079,1481.0015
2080,1476.6823
2081,1477.8403
2082,1477.2976
2083,1475.9592
2084,1476.3158
2085,1479.4851
2086,1482.0249
2087,1480.2783
2088,1479.4897
2089,1480.4897
2090,1476.1105
2091,1475.7296
2092,1474.0942
2093,1472.526
2094,1472.4835
2095,1473.4235
2096,1473.0873
2097,1471.186
2098,1472.0121
2099,1472.9802
2100,1474.9414
2101,1473.792
2102,1474.5236
2103,1473.3368
2104,1474.1403
2105,1473.5408
2106,1473.147
2107,1473.8722
2108,1476.3264
2109,1479.3904
2110,1480.5046
2111,1478.1643
2112,1476.8196
2113,1471.7451
2114,1473.9862
2115,1470.5488
2116,1472.1176
2117,1468.4454
2118,1467.0146
2119,1463.5665
2120,1465.1748
2121,1464.8395
2122,1463.8407
2123,1459.6919
2124,1464.5228
2125,1468.6167
2126,1469.1699
2127,1470.8291
2128,1468.7808
2129,1469.2761
2130,1467.2783
2131,1466.2906
2132,1467.2743
2133,1465.9889
2134,1465.0696
2135,1468.0306
2136,1469.364
2137,1472.2164
2138,1474.6987
2139,1472.7969
2140,1474.8308
2141,1477.6211
2142,1479.137
2143,1477.4918
2144,1477.0511
2145,1477.2904
2146,1479.2172
2147,1482.4004
2148,1483.0477
2149,1482.6746
2150,1482.9562
2151,1482.5815
2152,1483.7548
2153,1483.9518
2154,1483.8553
2155,1482.9078
2156,1472.0873
2157,1474.8113
2158,1475.8319
2159,1471.7267
2160,1473.7168
2161,1475.1395
2162,1473.6226
2163,1472.5168
2164,1473.8136
2165,1472.1592
2166,1474.7654
2167,1475.0197
2168,1470.6475
2169,1474.636
2170,1473.0707
2171,1472.2688
2172,1472.9132
2173,1473.9271
2174,1472.7919
2175,1472.2311
2176,1473.7759
2177,1474.0355
2178,1474.0856
2179,1474.9886
2180,1475.2158
2181,1477.2356
2182,1480.0858
2183,1481.4333
2184,1480.7338
2185,1478.7737
2186,1479.4333
2187,1479.0637
2188,1477.8986
2189,1477.7438
2190,1476.4312
2191,1476.9553
2192,1476.9636
2193,1477.0726
2194,1477.0146
2195,1476.6616
2196,1476.3512
2197,1476.0869
2198,1473.5103
2199,1473.3063
2200,1472.9773
2201,1475.2246
2202,1475.541
2203,1475.0927
2204,1486.6774
2205,1484.8389
2206,1485.2023
2207,1486.5732
2208,1483.0571
2209,1483.567
2210,1486.502
2211,1488.7574
2212,1492.7036
2213,1492.7571
2214,1491.9766
2215,1491.7969
2216,1494.5686
2217,1493.2173
2218,1497.1191
2219,1496.4573
2220,1494.7714
2221,1492.7472
2222,1493.6285
2223,1489.0992
2224,1491.9602
2225,1491.8801
2226,1495.3622
2227,1495.1661
2228,1496.2484
2229,1499.3645
2230,1497.2896
2231,1498.2178
2232,1497.7542
2233,1496.9102
2234,1499.1423
2235,1499.6764
2236,1498.4224
2237,1498.6705
2238,1498.4296
2239,1499.2478
2240,1496.6292
2241,1496.9359
2242,1495.9376
2243,1495.0404
2244,1496.0659
2245,1495.3058
2246,1495.6274
2247,1495.3325
2248,1495.3348
2249,1495.83
2250,1496.437
2251,1496.026
2252,1497.9924
2253,1496.6318
2254,1498.8049
2255,1499.1613
2256,1502.3711
2257,1506.0652
2258,1509.515
2259,1509.6803
2260,1508.7865
2261,1507.1161
2262,1507.748
2263,1507.642
2264,1507.4602
2265,1503.5758
2266,1509.0437
2267,1507.3506
2268,1508.3403
2269,1507.6243
2270,1504.2227
2271,1504.6025
2272,1503.5472
2273,1502.6586
2274,1503.2454
2275,1502.8442
2276,1502.7281
2277,1499.8306
2278,1500.6698
2279,1502.3799
2280,1500.8522
2281,1500.945
2282,1502.8738
2283,1501.874
2284,1501.8533
2285,1500.3374
2286,1501.005
2287,1499.6027
2288,1499.4276
2289,1501.1195
2290,1500.2852
2291,1499.814
2292,1498.0607
2293,1497.2412
2294,1495.3894
2295,1494.3822
2296,1494.2886
2297,1492.5208
2298,1493.612
2299,1494.5764
2300,1511.7871
2301,1503.8716
2302,1501.7654
2303,1500.5001
2304,1511.2657
2305,1509.9513
2306,1512.3196
2307,1510.6809
2308,1515.1752
2309,1513.8047
2310,1511.0128
2311,1512.9911
2312,1513.3954
2313,1515.0697
2314,1518.1764
2315,1518.362
2316,1519.6255
2317,1517.4818
2318,1515.6074
2319,1509.7975
2320,1509.085
2321,1504.5609
2322,1501.405
2323,1499.6228
2324,1503.1259
2325,1501.5647
2326,1506.5148
2327,1506.4563
2328,1510.1973
2329,1508.979
2330,1510.315
2331,1510.3761
2332,1511.2955
2333,1508.199
2334,1509.939
2335,1511.5715
2336,1512.6898
2337,1512.4495
2338,1509.412
2339,1508.23
2340,1507.1836
2341,1502.7645
2342,1499.572
2343,1500.0958
2344,1501.9088
2345,1499.7007
2346,1499.8524
2347,1500.074
2348,1486.3755
2349,1487.1749
2350,1487.8092
2351,1497.4211
2352,1499.4719
2353,1508.3657
2354,1513.0453
2355,1514.5409
2356,1510.5826
2357,1505.2758
2358,1502.7023
2359,1500.0211
2360,1502.3965
2361,1505.7029
2362,1505.8197
2363,1506.2758
2364,1505.5015
2365,1504.8785
2366,1503.3312
2367,1504.0913
2368,1506.1963
2369,1504.2347
2370,1502.2548
2371,1503.4827
2372,1500.7936
2373,1498.53
2374,1498.8894
2375,1498.6196
2376,1498.6868
2377,1497.0469
2378,1498.129
2379,1497.8341
2380,1497.9845
2381,1498.027
2382,1500.2076
2383,1499.109
2384,1498.7313
2385,1497.2922
2386,1496.9575
2387,1496.5721
2388,1497.0015
2389,1496.4722
2390,1496.3562
2391,1496.3619
2392,1495.9568
2393,1496.9829
2394,1496.925
2395,1497.478
2396,1478.6525
2397,1481.3395
2398,1481.9241
2399,1481.5417
2400,1483.3706
2401,1484.6727
2402,1489.5997
2403,1488.5098
2404,1485.7372
2405,1487.7113
2406,1487.0951
2407,1485.2112
2408,1487.0591
2409,1487.1525
2410,1487.2606
2411,1486.3049
2412,1485.1643
2413,1485.5292
2414,1485.6427
2415,1485.6025
2416,1486.1936
2417,1485.5498
2418,1485.8784
2419,1483.3956
2420,1483.2603
2421,1483.5502
2422,1482.503
2423,1483.5892
2424,1484.1512
2425,1484.2224
2426,1483.4594
2427,1484.4022
2428,1483.5742
2429,1483.7367
2430,1483.7151
2431,1483.0751
2432,1482.9948
2433,1483.794
2434,1484.8381
2435,1484.0175
2436,1482.8588
2437,1482.3591
2438,1481.3977
2439,1482.3546
2440,1481.518
2441,1480.846
2442,1480.8818
2443,1481.5936
2444,1510.2081
2445,1510.5952
2446,1518.6475
2447,1517.6207
2448,1516.6953
2449,1515.306
2450,1513.4847
2451,1511.8833
2452,1508.5066
2453,1505.1725
2454,1504.0206
2455,1506.6018
2456,1505.315
2457,1505.129
2458,1506.2125
2459,1507.8713
2460,1508.2039
2461,1507.9052
2462,1506.6234
2463,1506.8624
2464,1506.9576
2465,1505.041
2466,1503.0562
2467,1502.9576
2468,1502.325
2469,1501.9817
2470,1504.2664
2471,1505.1157
2472,1505.4336
2473,1508.3511
2474,1510.0266
2475,1510.6793
2476,1512.7985
2477,1513.0569
2478,1512.2709
2479,1512.5034
2480,1512.8717
2481,1514.0261
2482,1513.2194
2483,1512.5658
2484,1511.8065
2485,1512.401
2486,1510.8949
2487,1510.8507
2488,1510.4602
2489,1510.635
2490,1510.4602
2491,1510.7325
2492,1513.8068
2493,1517.7898
2494,1514.8647
2495,1513.6661
2496,1512.1935
2497,1510.9382
2498,1516.7432
2499,1516.5137
2500,1514.0906
2501,1515.6995
2502,1515.6201
2503,1515.1702
2504,1511.6843
2505,1511.8191
2506,1513.3123
2507,1511.7943
2508,1509.7018
2509,1508.6334
2510,1507.0962
2511,1508.3254
2512,1509.6133
2513,1509.307
2514,1508.3461
2515,1508.1101
2516,1511.1974
2517,1512.1754
2518,1511.1343
2519,1511.1633
2520,1510.9512
2521,1510.8799
2522,1511.2881
2523,1509.5881
2524,1509.5807
2525,1510.0374
2526,1508.319
2527,1509.8024
2528,1507.7576
2529,1506.7435
2530,1505.3462
2531,1505.8767
2532,1505.2025
2533,1503.7688
2534,1501.1912
2535,1499.9056
2536,1499.515
2537,1499.9985
2538,1500.6389
2539,1500.3809
2540,1484.2648
2541,1483.2557
2542,1483.9048
2543,1484.1501
2544,1484.1809
2545,1484.1809
2546,1484.1809
2547,1484.1809
2548,1484.1809
2549,1484.1809
2550,1484.1809
2551,1484.0471
2552,1482.9629
2553,1482.2727
2554,1480.9995
2555,1480.4609
2556,1478.2753
2557,1478.0486
2558,1478.3065
2559,1478.4185
2560,1475.0656
2561,1472.2689
2562,1472.5289
2563,1474.2548
2564,1473.2894
2565,1471.1575
2566,1468.4601
2567,1466.4733
2568,1464.8148
2569,1461.8401
2570,1458.3773
2571,1458.8169
2572,1459.1401
2573,1460.7107
2574,1460.1003
2575,1457.9705
2576,1458.2507
2577,1455.6455
2578,1455.5093
2579,1451.6207
2580,1454.3259
2581,1455.4524
2582,1453.0591
2583,1455.2285
2584,1458.423
2585,1460.5511
2586,1461.8926
2587,1462.8315
2588,1462.8374
2589,1459.885
2590,1460.4595
2591,1456.8762
2592,1461.2488
2593,1457.2871
2594,1456.6302
2595,1461.0316
2596,1458.5859
2597,1458.6436
2598,1459.8262
2599,1460.0499
2600,1460.137
2601,1460.9762
2602,1462.3672
2603,1461.0033
2604,1459.6959
2605,1457.3652
2606,1457.6583
2607,1460.0482
2608,1459.6123
2609,1462.9331
2610,1463.1752
2611,1463.9044
2612,1465.4971
2613,1468.742
2614,1468.6238
2615,1468.4191
2616,1467.6267
2617,1467.8289
2618,1468.3501
2619,1470.1143
2620,1471.3395
2621,1472.6978
2622,1472.9203
2623,1471.9517
2624,1472.5386
2625,1473.7211
2626,1474.8666
2627,1474.9479
2628,1476.8148
2629,1477.7596
2630,1475.7588
2631,1476.5422
2632,1476.899
2633,1476.2269
2634,1475.9104
2635,1476.2601
2636,1476.7665
2637,1473.4496
2638,1469.9182
2639,1473.8021
2640,1475.8804
2641,1475.5184
2642,1476.9612
2643,1479.6609
2644,1479.7999
2645,1478.4974
2646,1477.9215
2647,1476.0205
2648,1473.0789
2649,1472.861
2650,1473.4036
2651,1473.7406
2652,1474.8486
2653,1475.5374
2654,1474.4535
2655,1472.9426
2656,1475.3219
2657,1474.7644
2658,1474.9031
2659,1476.1061
2660,1475.847
2661,1475.3356
2662,1475.8472
2663,1476.6243
2664,1476.3984
2665,1474.4976
2666,1474.2465
2667,1473.3931
2668,1473.4778
2669,1474.6212
2670,1475.1306
2671,1475.6594
2672,1477.0237
2673,1475.4974
2674,1474.5334
2675,1473.5101
2676,1474.0396
2677,1475.0765
2678,1473.8024
2679,1474.5164
2680,1473.2803
2681,1473.3922
2682,1473.2021
2683,1473.0388
2684,1468.7601
2685,1472.9835
2686,1471.4713
2687,1475.1792
2688,1476.8086
2689,1481.0654
2690,1479.1395
2691,1480.9285
2692,1483.9435
2693,1488.9099
2694,1493.8672
2695,1492.6846
2696,1493.655
2697,1493.6814
2698,1493.4601
2699,1493.47
2700,1489.858
2701,1487.6323
2702,1489.1033
2703,1490.9471
2704,1490.8647
2705,1490.939
2706,1491.5504
2707,1493.163
2708,1492.3921
2709,1494.201
2710,1492.1854
2711,1491.5795
2712,1491.3
2713,1490.8262
2714,1492.8042
2715,1492.8083
2716,1491.9934
2717,1493.0432
2718,1493.1814
2719,1491.7924
2720,1490.6654
2721,1490.697
2722,1490.1693
2723,1490.9729
2724,1490.5128
2725,1492.0476
2726,1492.3811
2727,1492.6024
2728,1491.269
2729,1491.1217
2730,1491.4039
2731,1491.8958
2732,1471.6299
2733,1468.9387
2734,1463.1111
2735,1463.3679
2736,1465.22
2737,1461.5526
2738,1464.2806
2739,1459.8782
2740,1459.2965
2741,1463.1897
2742,1461.1647
2743,1456.6248
2744,1454.1617
2745,1455.4314
2746,1456.6141
2747,1458.075
2748,1461.9537
2749,1460.6815
2750,1460.6752
2751,1460.2043
2752,1458.3618
2753,1457.7872
2754,1458.783
2755,1458.1979
2756,1459.9879
2757,1459.1879
2758,1459.1112
2759,1458.1948
2760,1458.086
2761,1459.1301
2762,1459.1373
2763,1457.6124
2764,1457.9974
2765,1459.097
2766,1457.8584
2767,1458.3237
2768,1461.1055
2769,1460.2838
2770,1461.0643
2771,1462.576
2772,1463.4757
2773,1462.1836
2774,1463.8206
2775,1463.8247
2776,1463.5509
2777,1464.8618
2778,1466.2059
2779,1466.1482
2780,1469.2959
2781,1476.3105
2782,1477.1365
2783,1474.1808
2784,1472.7749
2785,1473.4778
2786,1476.0579
2787,1474.3904
2788,1472.3975
2789,1470.995
2790,1469.3451
2791,1468.9731
2792,1467.5862
2793,1468.5219
2794,1467.928
2795,1468.8981
2796,1469.2179
2797,1468.5627
2798,1475.5914
2799,1478.0591
2800,1479.2694
2801,1480.5984
2802,1482.0543
2803,1480.9651
2804,1479.5194
2805,1481.0565
2806,1480.7961
2807,1479.3547
2808,1479.4426
2809,1479.1613
2810,1479.3038
2811,1480.4664
2812,1479.6206
2813,1479.3418
2814,1477.1738
2815,1477.7803
2816,1479.7924
2817,1480.2339
2818,1479.7693
2819,1479.5929
2820,1478.0013
2821,1478.2872
2822,1478.85
2823,1478.3801
2824,1477.4908
2825,1478.6654
2826,1479.0356
2827,1479.3347
2828,1483.9536
2829,1482.8949
2830,1477.0538
2831,1476.5139
2832,1481.535
2833,1477.5762
2834,1475.18
2835,1474.7363
2836,1471.159
2837,1473.2306
2838,1473.2506
2839,1472.1517
2840,1471.4858
2841,1473.2035
2842,1474.9417
2843,1474.7673
2844,1475.0956
2845,1473.7676
2846,1473.9229
2847,1474.7087
2848,1476.3346
2849,1476.7166
2850,1476.7427
2851,1477.8176
2852,1476.6575
2853,1474.6545
2854,1475.257
2855,1475.083
2856,1473.5281
2857,1473.2274
2858,1472.7742
2859,1472.0652
2860,1472.91
2861,1473.2102
2862,1470.8972
2863,1470.5115
2864,1469.7787
2865,1470.0798
2866,1470.505
2867,1470.428
2868,1469.5416
2869,1468.3286
2870,1469.1024
2871,1469.2122
2872,1468.7166
2873,1468.943
2874,1469.0973
2875,1469.491
2876,1465.572
2877,1460.8217
2878,1460.4956
2879,1456.5876
2880,1459.1987
2881,1460.4795
2882,1463.4474
2883,1465.8538
2884,1462.085
2885,1460.1007
2886,1459.2045
2887,1460.6594
2888,1463.3151
2889,1465.8868
2890,1464.9484
2891,1464.2836
2892,1462.4727
2893,1463.0443
2894,1463.9209
2895,1461.5944
2896,1462.7119
2897,1461.1443
2898,1461.647
2899,1460.7942
2900,1458.5714
2901,1458.5121
2902,1457.7983
2903,1457.4901
2904,1456.0707
2905,1455.423
2906,1455.8787
2907,1455.1553
2908,1454.2463
2909,1450.2406
2910,1450.7101
2911,1450.8611
2912,1452.5812
2913,1452.4209
2914,1453.0327
2915,1454.2882
2916,1454.6492
2917,1454.0082
2918,1454.6752
2919,1454.8499
2920,1456.9714
2921,1457.0819
2922,1456.612
2923,1459.0636
2924,1463.4023
2925,1463.2787
2926,1459.6478
2927,1460.603
2928,1465.4929
2929,1468.2128
2930,1465.629
2931,1467.4023
2932,1469.3376
2933,1469.2196
2934,1472.7578
2935,1470.4288
2936,1469.4656
2937,1470.267
2938,1470.3923
2939,1468.6544
2940,1471.0492
2941,1473.7288
2942,1471.4343
2943,1473.8624
2944,1474.2485
2945,1476.1216
2946,1476.1575
2947,1478.3275
2948,1479.0562
2949,1480.4148
2950,1478.833
2951,1480.1003
2952,1479.0458
2953,1476.4987
2954,1476.3739
2955,1475.841
2956,1475.9142
2957,1475.7257
2958,1475.3619
2959,1475.6016
2960,1476.2551
2961,1475.0386
2962,1476.0687
2963,1476.181
2964,1474.6842
2965,1474.8761
2966,1475.2063
2967,1474.9777
2968,1474.2428
2969,1474.4426
2970,1474.2009
2971,1474.1892
2972,1468.5352
2973,1465.1641
2974,1466.5576
2975,1460.8613
2976,1457.8943
2977,1459.3052
2978,1461.5175
2979,1460.574
2980,1461.461
2981,1460.2556
2982,1458.1462
2983,1457.5404
2984,1460.7291
2985,1460.5975
2986,1460.7236
2987,1461.4998
2988,1461.7102
2989,1463.1661
2990,1462.5505
2991,1464.2975
2992,1465.5203
2993,1463.1678
2994,1462.6051
2995,1463.7844
2996,1462.2024
2997,1462.9999
2998,1466.193
2999,1466.0933
3000,1465.4393
3001,1464.7928
3002,1465.2717
3003,1465.8627
3004,1465.5544
3005,1466.9977
3006,1467.5193
3007,1468.0256
3008,1469.1444
3009,1469.4437
3010,1471.7737
3011,1470.5399
3012,1472.0175
3013,1473.2075
3014,1473.3685
3015,1473.9099
3016,1474.4121
3017,1475.059
3018,1475.9817
3019,1475.6559
3020,1482.9867
3021,1486.3304
3022,1482.296
3023,1482.5238
3024,1480.6115
3025,1476.2942
3026,1474.9788
3027,1476.2021
3028,1478.0481
3029,1478.53
3030,1483.4061
3031,1482.927
3032,1485.2776
3033,1489.1447
3034,1488.5707
3035,1493.7906
3036,1494.6783
3037,1492.3486
3038,1493.113
3039,1491.6682
3040,1492.1838
3041,1494.5419
3042,1493.4038
3043,1494.5997
3044,1494.383
3045,1495.4619
3046,1496.5221
3047,1497.3209
3048,1496.0328
3049,1494.3723
3050,1491.4756
3051,1487.091
3052,1488.8811
3053,1490.0999
3054,1489.8278
3055,1489.4888
3056,1488.4601
3057,1487.1959
3058,1488.2554
3059,1488.7795
3060,1489.3976
3061,1489.519
3062,1487.9744
3063,1489.0697
3064,1489.4114
3065,1489.8285
3066,1489.9438
3067,1489.9434
3068,1478.336
3069,1477.4434
3070,1472.2344
3071,1471.419
3072,1471.3167
3073,1471.3667
3074,1473.332
3075,1470.5156
3076,1472.0859
3077,1469.8658
3078,1471.0542
3079,1466.761
3080,1465.6141
3081,1468.6256
3082,1467.5776
3083,1468.7761
3084,1469.5739
3085,1467.7145
3086,1463.7312
3087,1467.283
3088,1466.3207
3089,1465.9003
3090,1464.6924
3091,1465.8047
3092,1463.6597
3093,1464.3274
3094,1464.1108
3095,1463.2571
3096,1462.3909
3097,1463.2966
3098,1466.0255
3099,1467.3062
3100,1468.2815
3101,1466.8274
3102,1466.269
3103,1465.587
3104,1465.7383
3105,1465.4585
3106,1465.2024
3107,1465.5042
3108,1465.437
3109,1464.3713
3110,1465.4344
3111,1466.873
3112,1467.4407
3113,1467.831
3114,1466.9915
3115,1467.2595
3116,1469.0786
3117,1469.4799
3118,1468.2744
3119,1470.9491
3120,1468.8907
3121,1467.1708
3122,1473.2667
3123,1472.0366
3124,1477.2074
3125,1472.9229
3126,1472.5828
3127,1474.5582
3128,1473.6041
3129,1471.2959
3130,1472.9547
3131,1477.1853
3132,1476.5236
3133,1478.5316
3134,1478.3566
3135,1476.8654
3136,1474.541
3137,1474.299
3138,1474.7014
3139,1475.351
3140,1476.28
3141,1475.3728
3142,1474.1498
3143,1474.173
3144,1473.7863
3145,1473.3732
3146,1473.9587
3147,1473.5946
3148,1474.5005
3149,1473.7471
3150,1472.4231
3151,1471.9075
3152,1471.6188
3153,1470.204
3154,1467.999
3155,1468.3198
3156,1467.979
3157,1466.4495
3158,1464.6033
3159,1461.333
3160,1462.2009
3161,1464.4036
3162,1464.98
3163,1466.091
3164,1470.8112
3165,1472.1064
3166,1480.8625
3167,1486.4717
3168,1484.8224
3169,1481.7986
3170,1491.6151
3171,1492.497
3172,1492.4144
3173,1495.257
3174,1491.6013
3175,1489.2871
3176,1487.9194
3177,1489.9174
3178,1488.8135
3179,1485.1404
3180,1483.917
3181,1485.3656
3182,1485.5718
3183,1484.5924
3184,1485.1136
3185,1484.9978
3186,1487.1321
3187,1488.5762
3188,1490.41
3189,1490.2488
3190,1489.898
3191,1490.768
3192,1491.0747
3193,1491.17
3194,1493.159
3195,1493.5686
3196,1495.1213
3197,1495.4279
3198,1495.2148
3199,1495.2466
3200,1494.3524
3201,1496.0438
3202,1495.1818
3203,1495.1536
3204,1494.9683
3205,1495.0522
3206,1494.7308
3207,1494.6901
3208,1494.8618
3209,1495.1816
3210,1494.5499
3211,1494.7797
3212,1506.3467
3213,1507.1562
3214,1507.4786
3215,1508.6569
3216,1508.4706
3217,1502.1564
3218,1501.6653
3219,1505.7375
3220,1501.7465
3221,1502.88
3222,1501.1141
3223,1502.8345
3224,1506.13
3225,1508.6008
3226,1509.541
3227,1512.8378
3228,1512.5942
3229,1513.6106
3230,1511.9906
3231,1511.634
3232,1512.0828
3233,1512.4792
3234,1511.0951
3235,1510.9531
3236,1512.346
3237,1512.4048
3238,1512.4784
3239,1514.2802
3240,1513.4429
3241,1513.9354
3242,1512.2048
3243,1511.5532
3244,1510.2587
3245,1510.3665
3246,1511.8102
3247,1510.9753
3248,1512.9922
3249,1512.6426
3250,1513.4873
3251,1514.2888
3252,1515.0396
3253,1514.7795
3254,1514.2244
3255,1513.3956
3256,1512.7743
3257,1512.4546
3258,1512.102
3259,1512.6082
3260,1523.4292
3261,1528.0869
3262,1527.4385
3263,1526.7422
